date,close,open,high,low,volume,MA5,EMA10,MA10,MA20,MA30,MA60,AR,BR,BIAS0,BIAS01,BIAS02,UL0,ML0,LL0,UL1,ML1,LL1,DMA,AMA,DPO,EMA20,EMA30,KValue,DValue,JValue,PSY,WVAD,WR,MR,SR,WS,MS,SS
2019-03-11,44.84,40.78,44.84,40.78,81323.55,41.512,41.9565350883404,41.9565350883404,42.30320530545888,42.59697897349564,43.0423532526717,139.98219056099734,86.09090909090884,7.853277209861716,2.6086956521739144,2.6086956521739144,44.4837870308281,41.54636363636364,44.4837870308281,47.79532467815262,42.30320530545888,40.12990622903974,-0.21536363636363376,-0.021536363636363375,3.3100000000000023,42.30320530545888,42.59697897349564,52.80755809848898,39.49310064751056,12.864185745553712,50.0,100.48988255778454,48.650000000000006,49.665000000000006,50.68000000000001,42.81,37.985,33.16
2019-03-12,47.69,46.83,49.03,44.91,145782.2,42.81,42.99898325409669,42.99898325409669,42.816233371605655,42.9255609752056,43.194735113239844,136.2737642585549,123.40619307832401,15.869609232638185,9.130434782608683,9.130434782608683,46.467685767522376,42.05833333333333,46.467685767522376,48.572644559678785,42.816233371605655,40.83970721349525,-0.1383333333333283,-0.035369696969696204,6.115000000000002,42.816233371605655,42.9255609752056,64.08506531923192,47.69042220475101,14.901135975789202,50.0,152.97625577505644,55.66,57.36,59.06,45.629999999999995,37.3,28.97
2019-03-13,47.77,47.38,49.2,46.78,115201.96,44.230000000000004,43.86644084426093,43.86644084426093,43.288020669547976,43.23810542841814,43.34474379805165,143.56363636363525,162.6031164069657,16.597510373443995,11.742690058479539,9.31350114416476,47.714258545516714,42.49769230769231,47.714258545516714,49.57346800691433,43.288020669547976,41.05675502595742,0.24330769230768823,-0.011038927738927385,6.248571428571438,43.288020669547976,43.23810542841814,71.3835075984422,55.5881173359814,23.997336811059824,58.333333333333336,175.48381479045264,56.760000000000005,58.080000000000005,59.400000000000006,46.56,37.68,28.799999999999997
2019-03-14,48.02,47.78,48.68,45.67,53721.66,45.816,44.62163341803167,44.62163341803167,43.73868536768626,43.54661475561697,43.49803088664012,130.13871374527,162.85956006768163,16.955551045260826,15.192707500399813,9.88558352402746,48.66791579773051,42.89214285714286,48.66791579773051,50.33043184849707,43.73868536768626,41.06834137172024,0.5668571428571383,0.045646786546786444,6.605000000000004,43.73868536768626,43.54661475561697,77.06612924863467,62.74745464019915,34.11010542332812,66.66666666666666,170.2923216504607,56.19499999999999,57.7975,59.400000000000006,45.99499999999999,37.397499999999994,28.799999999999997
2019-03-15,47.0,48.1,48.2,45.5,61759.28,47.06400000000001,45.05406370566227,45.05406370566227,44.04928676123995,43.76941380364168,43.612849546094544,112.35102925243683,144.8275862068963,14.508466317456445,13.3212778782399,7.551487414187635,49.110363380548,43.166000000000004,49.110363380548,51.20303336573495,44.04928676123995,41.167285262080696,0.8179999999999907,0.1274467865467855,5.7322222222222265,44.04928676123995,43.76941380364168,77.52121034876296,67.67203987638709,47.97369893163534,66.66666666666666,118.68159917005961,54.849999999999994,57.125,59.400000000000006,44.64999999999999,36.724999999999994,28.799999999999997
2019-03-18,48.62,47.0,48.7,45.96,63588.63,47.82000000000001,45.70241575917822,45.70241575917822,44.484592783979,44.08235484856803,43.777018413435705,115.07692307692268,123.72262773722606,16.98748796920116,17.07199614736334,11.258581235697926,49.83923127057575,43.506875,49.83923127057575,51.931256117293685,44.484592783979,41.470460736444295,1.159124999999996,0.24335928654678513,7.402999999999999,44.484592783979,44.08235484856803,83.11871539590732,72.82093171622716,52.22536435686686,66.66666666666666,167.65829517083586,55.16999999999999,56.394999999999996,57.620000000000005,46.749999999999986,39.55499999999999,32.36
2019-03-19,50.6,48.5,50.85,47.79,77809.08,48.402,46.59288562114582,46.59288562114582,45.06701251883814,44.50284808414429,44.000722727749285,122.66204849084559,126.08695652173895,18.942213516160635,21.707757065544214,15.789473684210522,50.91567241422498,43.92411764705883,50.91567241422498,52.60846811874099,45.06701251883814,41.259751891783864,1.681882352941173,0.41154752184090243,9.268999999999998,45.06701251883814,44.50284808414429,88.04257538348813,77.89481293864748,57.59928804896617,66.66666666666666,233.1820023753196,55.010000000000005,55.900000000000006,56.790000000000006,49.07,44.019999999999996,38.96999999999999
2019-03-20,47.6,49.9,49.95,46.1,83872.92,48.368,46.77599732639203,46.77599732639203,45.30824942180593,44.702664336780146,44.11873181864275,103.4568929612663,132.5505188421626,9.082575815445738,14.639600894546726,8.92448512585812,51.12848015719036,44.12833333333334,51.12848015719036,53.623323190842136,45.30824942180593,40.70506634248988,2.170666666666669,0.6286141885075693,5.68,45.30824942180593,44.702664336780146,82.88633014314117,79.55865200681203,72.90329573415374,58.333333333333336,153.41957967481488,50.125,53.1625,56.2,44.775,42.4625,40.15
2019-03-21,47.31,46.85,49.8,46.85,55705.43,48.226,46.873088721593476,46.873088721593476,45.49889233401489,44.87087954085885,44.223363562293805,115.74344023323597,103.55107409031119,5.457517553962173,14.233973198116631,8.260869565217389,51.25581765205874,44.295789473684216,51.25581765205874,54.10759494987072,45.49889233401489,40.72666224695349,2.7252105263157915,0.9011352411391484,4.569000000000003,45.49889233401489,44.87087954085885,78.6330808549211,79.25012828951505,80.48422315870295,58.333333333333336,156.3169960380495,50.135000000000005,53.167500000000004,56.2,44.785000000000004,42.4675,40.15
2019-03-22,46.95,47.29,47.84,45.93,36420.21,48.215999999999994,46.88707259039466,46.88707259039466,45.63709306410871,45.00501634467442,44.31276147828417,111.70674024438318,109.5925297113751,2.03564184294406,13.769149995961355,7.437070938215102,51.310244764229495,44.42850000000001,51.310244764229495,50.58249664002824,45.63709306410871,36.81750335997177,3.211499999999994,1.2222852411391478,3.4910000000000068,45.63709306410871,45.00501634467442,74.78492310159297,77.76172656020768,83.7153334774371,58.333333333333336,140.72133174400048,48.33500000000001,52.267500000000005,56.2,42.98500000000001,41.5675,40.15
2019-03-25,45.82,46.25,47.28,45.4,44904.61,47.65599999999999,46.69305939214108,46.69305939214108,45.65451277228883,45.057595935340586,44.36217913473387,112.01372997711655,105.65356856455483,-3.176727477636114,11.16772205643303,4.851258581235691,51.27649523681549,44.53450000000001,37.792504763184525,50.553339338901154,45.65451277228883,36.484755899194084,3.243238095238091,1.5681454142993203,1.8360000000000056,45.65451277228883,45.057595935340586,69.0408629397399,74.85477202005174,86.48259018067543,58.333333333333336,122.28233278557296,46.76,51.53,56.300000000000004,41.309999999999995,40.629999999999995,39.949999999999996
2019-03-26,44.0,46.25,46.6,43.9,44800.94,46.336,46.20341222993361,46.20341222993361,45.496940127308946,44.98936393951216,44.35030440900489,104.0252012600629,100.71725179312936,-8.87124611667243,5.905778866983216,0.6864988558352337,51.380967647950385,44.64450000000001,37.90803235204963,50.333598426079504,45.496940127308946,35.95039250362572,2.8967272727272615,1.8716514749053794,-0.6659999999999968,45.496940127308946,44.98936393951216,60.091939568827996,69.93382786964382,89.61760447127546,50.0,75.99591765895603,45.35,51.575,57.800000000000004,38.4,37.675,36.949999999999996
2019-03-27,44.77,44.64,45.8,44.14,40941.58,45.77,45.94279182449114,45.94279182449114,45.4277077342319,44.97521142728557,44.36406492018506,106.22635018919826,96.65610700457574,-7.247677911674323,6.44739449177731,2.4485125858123578,51.53184432891232,44.905000000000015,38.27815567108771,50.34824758420448,45.4277077342319,35.49726801886215,2.5837826086956426,2.1056989665441748,-0.8359999999999985,45.4277077342319,44.97521142728557,56.29195408667296,65.38653660865353,83.57570165261467,50.0,76.03741860935246,45.84000000000001,50.92000000000001,56.00000000000001,39.790000000000006,38.82,37.849999999999994
2019-03-28,43.65,45.45,45.45,43.36,30515.31,45.038000000000004,45.52592058367457,45.52592058367457,45.25840223573363,44.88971391584779,44.34065295558883,99.10141206675162,103.5019455252917,-9.424174303994462,2.9541836193171713,-0.11441647597254981,51.29195459531548,45.045500000000004,38.79904540468453,50.32014352518212,45.25840223573363,35.30198963949721,2.1815833333333146,2.267171585591792,-2.649000000000008,45.25840223573363,44.88971391584779,50.60813816748661,60.460403794931224,80.16493504982047,41.66666666666667,46.588064604297685,44.69500000000001,50.4675,56.239999999999995,38.25500000000001,37.587500000000006,36.92
2019-03-29,44.3,44.11,45.45,43.6,38830.33,44.508,45.30302593209737,45.30302593209737,45.16712583233043,44.85166785676084,44.33932007179903,101.736659299021,100.87601078167103,-7.733962788114409,3.2253053457348657,3.6257309941520406,51.16554775295354,45.173,39.18045224704646,50.30233472708994,45.16712583233043,35.12721432666754,1.917599999999993,2.3771315855917927,-2.7210000000000107,45.16712583233043,44.85166785676084,45.39052971510029,55.437112434987576,75.53027787476215,41.66666666666667,-15.137735557864533,45.465,48.892500000000005,52.32000000000001,40.985,39.9325,38.879999999999995
2019-04-01,46.53,44.47,46.87,44.47,52670.91,44.650000000000006,45.52611212626148,45.52611212626148,45.29692337210848,44.95994734987305,44.411145643215455,109.31480896747645,106.76084762865781,-2.690833042872071,6.877476408322641,11.618423156884695,51.25066069601274,45.4095,39.568339303987266,50.29358311423768,45.29692337210848,34.84743745820957,1.6283846153846113,2.4240575471302543,-1.1099999999999994,45.29692337210848,44.95994734987305,44.36805229782833,51.74742572260115,66.5061725721468,41.66666666666667,62.115514275468946,48.84,50.02,51.2,44.92,42.18,39.44
2019-04-02,45.66,47.59,47.59,45.28,49718.64,44.982,45.55045537603212,45.55045537603212,45.33150209857433,45.00511203697801,44.4520916877002,94.76162448499255,116.06901217861964,-2.94742808558877,3.340185964051981,10.09041591320071,51.268730708429125,45.6325,39.996269291570876,50.4878393430607,45.33150209857433,34.29117927010586,1.0923333333333218,2.365102645169469,-2.07800000000001,45.33150209857433,45.00511203697801,39.8145715808397,47.76980767534733,63.6802798643626,41.66666666666667,85.79626422996685,48.735,50.2775,51.82000000000001,44.504999999999995,41.817499999999995,39.129999999999995
2019-04-03,44.5,45.3,45.6,43.6,67616.74,44.928,45.359463489480824,45.359463489480824,45.25231142251964,44.9725241636246,44.4536624520379,92.79598464717958,114.8003894839337,-3.4183396635919605,-0.9386710199235555,7.1514567782326,51.156510480740835,45.824,40.49148951925916,50.63697814205346,45.25231142251964,33.70403869843057,0.7847142857142799,2.22650740707423,-2.8689999999999998,45.25231142251964,44.9725241636246,31.61647896221534,42.38536477097,63.92313638847932,33.33333333333333,25.699152554291093,45.739999999999995,48.78,51.82000000000001,41.50999999999999,40.31999999999999,39.129999999999995
2019-04-04,45.06,43.35,45.98,43.1,60697.26,45.21,45.305015582302495,45.305015582302495,45.23399604894634,44.9781677659714,44.473542371643205,108.54047163798614,107.4231822330392,-0.785321100917421,-0.759828212751897,8.382441371016252,50.94309947327072,46.072500000000005,41.20190052672929,50.8786682144925,45.23399604894634,33.19368035546925,0.5426206896551662,2.0082484234081677,-2.0089999999999932,45.23399604894634,44.9781677659714,29.507760168358615,38.09282990343287,55.262969373581385,33.33333333333333,54.086229473261064,46.49999999999999,49.29,52.080000000000005,42.00999999999999,40.309999999999995,38.61
2019-04-08,42.4,45.06,45.77,42.32,79619.89,44.83,44.77683093097477,44.77683093097477,44.964091663332404,44.81183436171518,44.40555737585162,100.26737967914346,107.35337029471836,-5.599465657352779,-7.653774252681638,2.115947015310523,50.59035780510603,46.15449999999999,41.71864219489395,51.427862894152206,44.964091663332404,33.17854771676556,0.16033333333331967,1.7031317567415,-4.231999999999992,44.964091663332404,44.81183436171518,19.984462230253918,32.056707345706556,56.20119757661183,33.33333333333333,-6.07305245972937,44.12499999999999,48.4925,52.86000000000001,38.85499999999999,37.95249999999999,37.05
2019-04-09,44.38,42.48,45.5,42.22,57564.08,44.4,44.70467985261572,44.70467985261572,44.90846388587217,44.783974080314195,44.40471942910239,107.9297820823241,101.3239664955417,-1.0369048946370907,-4.430686406460305,7.159241820596411,50.000482885905356,46.131499999999996,42.262517114094635,51.44453461210499,44.90846388587217,34.18793213110632,0.02048387096773041,1.3808563343144642,-1.9819999999999922,44.90846388587217,44.783974080314195,21.665964391432325,28.593126360948478,42.44745029998079,41.66666666666667,40.969726144507646,46.02000000000001,49.49000000000001,52.96000000000001,40.650000000000006,38.75,36.849999999999994
2019-04-10,43.54,44.55,45.66,43.06,40563.0,43.976,44.49291987941286,44.49291987941286,44.77813399197959,44.703717688035866,44.376367972410506,103.41448931116486,109.16913148695882,-2.8522554014354307,-7.1938612384099185,5.506044532995889,49.9095673864947,45.92399999999999,41.938432613505285,50.9928076406057,44.77813399197959,35.583233698490254,0.004624999999990109,1.091646107041737,-2.6129999999999995,44.77813399197959,44.703717688035866,20.13608492848399,25.77411255012698,37.05016779341297,41.66666666666667,58.429686117035196,45.68000000000001,49.32000000000001,52.96000000000001,40.31,38.58,36.849999999999994
2019-04-11,42.86,43.94,43.94,42.7,42732.07,43.648,44.19602535588325,44.19602535588325,44.595454564172,44.58476815977549,44.326650989708526,101.1708195737012,108.7509737730459,-4.546973015107081,-9.166048532372582,3.9862192784530674,49.804277821258125,45.67849999999999,41.55272217874186,50.362769011654024,44.595454564172,37.11460172371849,-0.1374545454545526,0.8195223916267175,-2.7989999999999924,44.595454564172,44.58476815977549,16.238480541592672,22.59556854728221,35.30974455866128,41.66666666666667,50.10355814636037,43.96000000000001,46.85,49.739999999999995,40.20000000000001,39.330000000000005,38.46
2019-04-12,41.9,42.63,42.94,41.7,39141.62,43.016000000000005,43.77856620026811,43.77856620026811,44.33874460567943,44.41155731075772,44.2470886621771,103.06804374240721,107.44599745870389,-6.785317018909893,-11.189614059878142,0.8511848756044681,49.71052362598358,45.37249999999999,41.03447637401639,49.71421873178946,44.33874460567943,38.38435479069044,-0.2381764705882432,0.5775464112345616,-3.449000000000005,44.33874460567943,44.41155731075772,11.911430024471095,19.034189039678502,33.279707070093316,41.66666666666667,-5.558097770346558,42.519999999999996,46.38999999999999,50.25999999999999,38.24,37.830000000000005,37.42000000000001
2019-04-15,41.8,42.65,43.0,41.34,46940.78,42.896,43.418826891128454,43.418826891128454,44.096959405138534,44.243069742321744,44.16685624702375,103.2258064516127,104.56677363613917,-6.574781151052345,-10.76479692586861,-0.6142262730334842,49.5691992046192,45.11249999999999,40.65580079538078,49.52719608990338,44.096959405138534,39.441989478054616,-0.4152857142857158,0.3442578398059908,-3.323999999999998,44.096959405138534,44.243069742321744,10.394286682980695,16.1542215874459,27.674091396376305,33.33333333333333,-110.91758933661171,42.629999999999995,46.415,50.2,38.199999999999996,37.555,36.910000000000004
2019-04-16,41.8,41.69,41.8,40.68,48978.68,42.38000000000001,43.124494729105095,43.124494729105095,43.87820136655391,44.08545233959131,44.08925440285904,93.52731591448847,105.81933284635984,-6.602614233046598,-10.210511241586692,-1.641718102340414,49.376539140716204,44.77149999999999,40.166460859283774,49.731103522209,43.87820136655391,40.402921515467284,-0.81944444444445,0.09947493382308466,-2.8689999999999998,43.87820136655391,44.08545233959131,12.33232233279271,14.88025516922817,19.976120842099085,33.33333333333333,-136.53744831372677,42.35999999999999,46.49999999999999,50.63999999999999,37.379999999999995,36.54,35.7
2019-04-17,41.96,41.88,42.85,41.62,38053.96,42.064,42.91276841472235,42.91276841472235,43.6955155221202,43.94832638219833,44.01944278309317,83.70654095462335,103.01019198862286,-5.1894253219853885,-9.625774028538094,-2.1732251994204725,48.806436330574435,44.33949999999999,39.87256366942554,49.75739333891631,43.6955155221202,40.859105504695556,-1.1286486486486567,-0.1226232643751132,-2.5649999999999977,43.6955155221202,43.94832638219833,14.396174367544393,14.718894902000244,15.364335970911945,33.33333333333333,-152.62799912875076,43.51499999999999,47.07749999999999,50.63999999999999,38.535,37.1175,35.7
2019-04-18,42.3,41.96,43.07,41.79,44083.49,41.952,42.801355975681915,42.801355975681915,43.562609281918284,43.84198274463715,43.963067609876994,84.8710779745239,105.05074345055463,-3.402603334094547,-8.673827387056726,-2.006208590094071,47.76205903138882,44.07449999999999,40.386940968611164,49.650952156440056,43.562609281918284,41.346832511589724,-1.3000000000000043,-0.3310946929465416,-2.179000000000002,43.562609281918284,43.84198274463715,17.412210793992436,15.61666686599764,12.025579010008045,33.33333333333333,-145.20177671544113,44.04999999999999,45.62499999999999,47.199999999999996,40.78999999999999,39.105,37.42
2019-04-19,41.89,42.45,42.45,41.51,26364.76,41.95,42.63565488919429,42.63565488919429,43.40331315983083,43.7160483740154,43.89509818004496,78.38917921917987,107.24024447578748,-3.3827938802183324,-8.883612173503225,-3.7163666661878154,47.29764463238403,43.80349999999999,40.30935536761596,50.11214759839112,43.40331315983083,41.162038529826305,-1.5603333333333467,-0.5413900952453929,-2.397999999999996,43.40331315983083,43.7160483740154,17.44509180766886,16.22614184655471,13.788241924326414,33.33333333333333,-135.74725409920785,43.190000000000005,44.325,45.46,40.800000000000004,39.545,38.29
2019-04-22,43.15,42.08,43.74,41.59,53956.92,42.22,42.729172182068055,42.729172182068055,43.3791880969898,43.679529124078925,43.87066873151889,84.95632481397642,105.63120240018462,0.7863593895982546,-5.190881625926923,-1.7623977179895955,46.78462511060667,43.613499999999995,40.44237488939332,50.545907777702965,43.3791880969898,40.7631177668747,-1.463000000000008,-0.7037234285787257,-0.963000000000001,43.3791880969898,43.679529124078925,23.545160095609425,18.665814596239613,8.90712359749999,41.66666666666667,-146.49047260778016,45.135,45.9675,46.800000000000004,42.074999999999996,39.8475,37.62
2019-04-23,43.6,43.4,44.1,42.87,36161.4,42.58,42.88750451260113,42.88750451260113,43.40021780203839,43.67439821284803,43.86179434687893,93.13453536754578,109.14508365803346,2.075854534103316,-3.281264442185055,-1.1972655512331516,46.337392408185245,43.50249999999999,40.667607591814736,50.50706423221739,43.40021780203839,40.486816022400504,-1.5307317073170736,-0.8588449864072061,-0.26300000000000523,43.40021780203839,43.67439821284803,29.782639291911348,22.37142282813019,7.548989900567868,41.66666666666667,-194.0089584040498,46.40500000000001,46.962500000000006,47.52,42.98500000000001,40.1225,37.26
2019-04-24,43.71,43.59,43.95,42.35,31243.65,42.93,43.03704914667365,43.03704914667365,43.42972086851093,43.67669510234171,43.85681748304683,87.87878787878871,110.61261671601004,3.3089104230678115,-2.5092004014720644,-1.32244956155986,46.14697155028319,43.48799999999999,40.829028449716795,50.25746970410997,43.42972086851093,40.59794576435383,-1.5065714285714336,-1.0099646292643485,0.3200000000000003,43.42972086851093,43.67669510234171,38.911696634859155,27.884847430373178,5.831149021401217,50.0,-141.55978439430967,45.350000000000016,46.02000000000001,46.690000000000005,42.76000000000001,40.84,38.919999999999995
2019-04-25,41.7,43.96,43.96,41.69,40215.8,42.81,42.7939493018239,42.7939493018239,43.26498554770036,43.5491663860616,43.78610215573382,75.71895424836516,108.32595217006202,-0.9579605731929274,-6.399057256691795,-6.141328201492293,46.0917667132309,43.3345,40.57723328676909,49.993755271881646,43.26498554770036,40.52304919958561,-1.5690000000000168,-1.153119174718895,-1.3199999999999932,43.26498554770036,43.5491663860616,32.35622542952876,29.375306763425037,23.413469431217578,41.66666666666667,-190.28469272045015,43.01500000000001,44.852500000000006,46.690000000000005,40.425000000000004,39.6725,38.919999999999995
2019-04-26,41.38,42.0,42.8,41.0,22809.93,42.708000000000006,42.53686761058319,42.53686761058319,43.08546311458604,43.409220167606016,43.70721356046386,86.0431654676262,104.21788893598982,-1.3391615338764007,-6.600206903037709,-7.000288958571919,46.0355491779022,43.221000000000004,40.40645082209781,49.89953940794313,43.08546311458604,40.434712256717724,-1.562590909090929,-1.2855606185691635,-1.4199999999999946,43.08546311458604,43.409220167606016,26.15496888491179,28.30186080392062,32.59564464193828,41.66666666666667,-191.65826764366142,42.28,44.74,47.2,39.18,38.54,37.9
2019-04-29,41.32,41.52,42.34,40.82,30360.92,42.342,42.31561895411352,42.31561895411352,42.917323770339756,43.27443176969595,43.628944263399475,76.45614035087627,104.99164578111946,-1.9691577698695097,-6.365782267963356,-7.088175471948836,45.99498918226483,43.07200000000001,40.14901081773519,50.13761950190791,42.917323770339756,40.45622724230905,-1.5534444444444588,-1.3993764915850377,-1.1629999999999967,42.917323770339756,43.27443176969595,21.72044779743785,26.10805646842636,34.88327381040338,41.66666666666667,-185.3823902724409,42.080000000000005,44.730000000000004,47.38,38.800000000000004,38.17,37.54
2019-04-30,42.4,41.06,42.8,41.06,21801.33,42.102,42.330960962456516,42.330960962456516,42.86805483983121,43.218016816812344,43.58865100886178,84.67207074428778,105.75970272502062,-0.11778563015311463,-3.3765049944927545,-4.6874389147347575,45.755522244106196,42.865500000000004,39.97547775589381,50.66863241804549,42.86805483983121,39.994371779103176,-1.4622608695652346,-1.4636581340971162,-0.15800000000000125,42.86805483983121,43.218016816812344,25.993016068439154,26.069709668430622,26.223096868413563,50.0,-131.25874360577416,43.51,45.445,47.38,40.23,38.885,37.54
2019-05-06,39.88,41.8,41.8,39.08,34567.19,41.336,41.885331696555326,41.885331696555326,42.58347818841871,43.00266089314703,43.46705589381713,75.66356428817667,108.23408624229978,-6.753439070963692,-8.798810816991589,-10.282055848745339,45.321152520869894,42.5765,39.83184747913011,50.77831218262564,42.58347818841871,39.72631066241364,-1.5867872340425677,-1.5094719926365072,-2.6000000000000014,42.58347818841871,43.00266089314703,22.64076237231935,24.926727236393532,29.498656964541894,50.0,-158.86538133079188,41.239999999999995,45.04,48.84,36.35999999999999,35.279999999999994,34.199999999999996
2019-05-07,41.3,40.34,41.65,40.03,28309.64,41.25599999999999,41.77890775172708,41.77890775172708,42.461242170474065,42.89281180326658,43.396004880905096,84.94623655914,100.17301038062281,-3.335283791691057,-5.128352380405464,-7.139712013190816,44.88710872721546,42.4165,39.945891272784536,51.12794193226986,42.461242170474065,39.34005016562281,-1.6363750000000081,-1.5431094926365077,-1.1970000000000027,42.461242170474065,42.89281180326658,29.83487743811992,26.56277730363566,20.01857703466714,58.333333333333336,-115.8081701381639,43.06,45.95,48.84,38.18,36.19,34.199999999999996
2019-05-08,40.2,40.48,41.56,40.06,23369.1,41.019999999999996,41.49183361504943,41.49183361504943,42.24588577328606,42.71908200950745,43.29121783562952,84.90145035329216,103.8750722961249,-5.570997925067524,-6.901343214451128,-10.011752196541503,44.66501630834303,42.173500000000004,39.68198369165698,51.07436063804317,42.24588577328606,38.85382268862164,-1.7345714285714422,-1.5605333021603172,-2.1809999999999903,42.24588577328606,42.71908200950745,27.326837282783824,26.817463963351713,25.79871732448749,50.0,-124.15838197600158,41.93000000000001,44.225,46.519999999999996,38.21000000000001,36.785000000000004,35.36
